NumberID,Smile,Class
3138,O=C1C(=O)N(C(=O)c2ccccc2)c2ccc(CNc3ccc(Br)cc3)cc21,active
3139,CCOc1ccc(Cc2nc3cc(C(=O)NCCOCCOCCNc4c5c(nc6ccccc46)CCCC5)ccc3n2CCC(C)C)cc1,active
3140,COC(C)(C)/C=C/C[C@]1(C)[C@@H](CC=C(C)C)C[C@]2(CC=C(C)C)C(=O)C3=C(O[C@H](C(C)(C)O)C3)[C@@]1(C(=O)C(C)C)C2=O,active
3141,COc1ccc(/C=C/C(=O)Nc2ccc(CN(C)Cc3ccccc3)cc2)cc1OC,active
3142,COc1ccc(C)cc1OC,active
3143,C[C@@H]([C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](N(C)C)CC[C@]4(C)[C@H]3CC[C@@]21C)N(C)C,active
3144,CN1CC[C@H]2COc3c(O)cccc3[C@H]21,active
3145,CCN(CC)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,active
3146,COc1cc2c(cc1OC)C(=O)/C(=C/c1cc[n+](Cc3cccc(C)c3)cc1)C2.[Br-],active
3147,CCCN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NC)c1,active
3148,O=C(CCc1c[nH]c2ccccc12)NCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,active
3149,c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,active
3150,CCCN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NC)c1,active
3151,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2.Cl.Cl.Cl.Cl,active
3152,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)[C@@H](C)c2ccccc2OC)=CC1=O)[C@@H](C)c1ccccc1OC,active
3153,,active
3154,CN(C)c1ccccc1CNCCCCCCCCNc1c2c(nc3ccccc13)CCCC2,active
3155,O=C(CNCCCc1ccccc1)Nc1ccc2nc3n(c(=O)c2c1)CCC3,active
3156,Cc1c(N2CCN(C)CC2)nc2ccccc2c1C(=O)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,active
3157,Cc1c(N2CCN(C)CC2)nc2ccccc2c1C(=O)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,active
3158,COc1cc2c(cc1OC)C(=O)/C(=C/c1cc[n+](Cc3ccc(F)cc3)cc1)C2.[Br-],active
3159,Cc1c(N2CCN(C)CC2)nc2ccccc2c1C(=O)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,active
3160,COc1ccc(CNC(=O)C2CCN(C(=O)c3ccccc3)CC2)cc1OC,active
3161,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2.Cl.Cl.Cl,active
3162,O=c1[nH]c2ccccc2c(=O)n1CCC1CCN(Cc2ccccc2)CC1,active
3163,CN1CCC(CCC2C(=O)Nc3ccccc3C2=O)CC1,active
3164,CC[C@@H](CN1CCCC1=O)C(=O)NCCCCCCCNc1c2c(nc3cc(Cl)ccc13)C[C@H]1C=C(C)C[C@@H]2C1,active
3165,CCn1c(C)nc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc21.Cl,active
3166,CCn1c(C)nc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc21,active
3167,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2.Cl,active
3168,O=C(CCc1c[nH]c2ccccc12)NCCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,active
3169,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2,active
3170,O=C(CCNCCNc1c2c(nc3ccccc13)CCCC2)N1CCN(CCNc2c3c(nc4ccccc24)CCCC3)CC1,active
3171,COc1cc2c(cc1OC)SC(C(=O)CCc1cc[n+](Cc3coc([N+](=O)[O-])c3)cc1)C2.[I-],active
3172,COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccc([N+](=O)[O-])o4)cc3)sc2cc1OC.[Br-],active
3173,O=c1[nH]c2cc(Cl)ccc2c(=O)n1CCC1CCN(Cc2ccccc2)CC1,active
3174,Nc1c2c(nc3cc(Cl)ccc13)C1CCC2C1,active
3175,CC1=C[C@@H]2Cc3nc4cc(F)ccc4c(N)c3[C@H](C1)C2,active
3176,COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccccc4)cc3)sc2cc1OC,active
3177,COc1cc2c(cc1OC)SC(C(=O)CCc1cc[n+](Cc3ccccc3)cc1)C2,active
3178,CC(=O)NCCc1c[nH]c2ccc(OC(=O)NCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc12,active
3179,[Br-].[Br-].c1cc[n+](CCCCCCCCCCCC[n+]2cccc3ccccc32)cc1,active
3180,c1cnc2nc3c(c(NCCCCCCNc4c5c(nc6ncccc46)CCCC5)c2c1)CCCC3,active
3181,CCN(CCCCCC(=O)N1Cc2ccc3c4c(ccc(c24)C1)CN(C(=O)CCCCCN(CC)Cc1ccccc1OC)C3)Cc1ccccc1OC,active
3182,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)CC/C(=C/c2cc(O)c(O)c(O)c2)C3=O)c1,active
3183,CCC1=CC2Cc3nc4cc(C)cc(C)c4c(N)c3C(C1)C2,active
3184,CCN(CCC(=O)N1CCN(CCNc2c3c(nc4ccccc24)CCCC3)CC1)C1CCCCC1,active
3185,COc1cc2c(cc1OC)SC(C(=O)CCc1cc[n+](CC3CCC3)cc1)C2,active
3186,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,active
3187,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,active
3188,COc1c(C(=O)CCC2CCN(CC3CCCCC3)CC2)ccc2[nH]ccc12,active
3189,COc1cc2cc(C(=O)CCc3cc[n+](CC4CCC4)cc3)sc2cc1OC.[Br-],active
3190,[Br-].[Br-].c1cc[n+](CCCCCCCCC[n+]2ccc3ccccc3c2)cc1,active
3191,[Br-].[Br-].c1ccc2c[n+](CCCCCCCCC[n+]3ccc4ccccc4c3)ccc2c1,active
3192,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,active
3193,CO[P@]1(=O)OC[C@H]2COC(=O)C2=C(C)O1,active
3194,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,active
3195,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2,active
3196,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,active
3197,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,active
3198,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2,active
3199,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,active
3200,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,active
3201,C/C=C1\[C@H]2C=C(C)C[C@]1(/N=C/C=C/c1ccc(N(C)C)cc1)c1ccc(=O)[nH]c1C2,active
3202,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,active
3203,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.[Cl-],active
3204,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2NS(C)(=O)=O,active
3205,COc1cc(CCC(=O)NCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,active
3206,CN(CCCN1CCN(CCNc2c3c(nc4ccccc24)CCCC3)CC1)C1CCCCC1,active
3207,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3NC12,active
3208,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3NC12,active
3209,Cc1ccc2[nH]c(-c3ccc(OCCN4CCCC4)cc3)nc2c1,active
3210,[Br-].[Br-].c1cc[n+](CCCCCCCCCC[n+]2ccccc2)cc1,active
3211,C/C=C1\C2C=C(C(F)(F)F)CC1(N)c1ccc(O)nc1C2,active
3212,Cc1ccc(-c2nc(NCC3CCN(Cc4ccccc4C(F)(F)F)CC3)sc2-c2ccc(C)cc2)cc1,active
3213,Nc1c2c(nc3ccccc13)CCCC2,active
3214,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,active
3215,CCCCCCNC(=O)Oc1cccc(CN(CCC)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,active
3216,Cc1ccc(C2c3ccc4ccccc4c3Oc3nc4c(c(N)c32)CCCC4)cc1,active
3217,C/C=C1\[C@H]2C=C(C)C[C@]1(N)c1ccc(=O)[nH]c1C2,active
3218,CCN(CC)c1ccc(/C=C/c2ccc3ccccc3[n+]2C)cc1.[I-],active
3219,Cc1cc(Nc2nccc(-c3sc(C4CCNCC4)nc3-c3ccc(F)cc3)n2)ccn1,active
3220,Cc1cc(Nc2nccc(-c3sc(C4CCNCC4)nc3-c3ccc(F)cc3)n2)ccn1,active
3221,CC[N+]1(Cc2ccccc2[N+](=O)[O-])CCCCCn2c(C)c3c(=O)n(c2=O)CCCCC[N+](CC)(Cc2ccccc2[N+](=O)[O-])CCCCCn2c(C)c(c(=O)n(c2=O)CCCCC1)C3.[Br-].[Br-],active
3222,Cc1cc2nc3c(nc2cc1C)C1(C(C#N)=C(N)N2CC(C)(C)CNC2=C1[N+](=O)[O-])c1ccccc1-3,active
3223,Oc1ccc(CNC2CCN(Cc3ccccc3)CC2)cc1,active
3224,CN(CCOCCNC(=S)Nc1ccccn1)Cc1ccccc1,active
3225,[Br-].[Br-].c1ccc2c(c1)ccc[n+]2CCCCC[n+]1cccc2ccccc21,active
3226,CNC(=O)Oc1ccc(-c2cn3c(C)cccc3[n+]2C)cc1.[I-],active
3227,CN(C)C(=O)Oc1ccc[n+](C)c1.[Br-],active
3228,[Br-].[Br-].c1cc(C[n+]2cccc3ccccc32)cc(C[n+]2cccc3ccccc32)c1,active
3229,COc1cccc(CN(C)CCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,active
3230,Oc1cccc(C2=Nc3ccccc3SC(c3ccccc3)C2)c1,active
3231,CCN(CC)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,active
3232,CN[C@H]1CCC2=CC3=CC[C@]4(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]4(C)[C@@H]3CC[C@H]2C1(C)C,active
3233,CCC(C)(C)SC(=O)OCC[N+](C)(C)C.[Cl-],active
3234,COc1cccc(CN(C)CCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,active
3235,Nc1c2c(nc3c1C(c1c(Cl)cccc1Cl)c1ccc4ccccc4c1O3)CCCC2,active
3236,CCCCN1CCC(CCC(=O)c2cc(Cl)c(N)cc2OC)CC1,active
3237,CCCCN1CCC(CCC(=O)c2cc(Cl)c(N)cc2OC)CC1,active
3238,Cl.O=C(O)c1ccc(-n2cc(COc3ccc(/C=N/Nc4c5c(nc6ccccc46)CCCC5)cc3)nn2)cc1,active
3239,C[C@@H](c1cccc(OC(=O)N[C@H](C)Cc2ccccc2)c1)N(C)C.Cl,active
3240,O=C(Nc1ccncc1Br)OCCCCCNCc1ccccc1,active
3241,CN(CCCCCCCOc1ccc(-c2oc3ccccc3c2C(=O)c2ccccc2)cc1)Cc1ccccc1,active
3242,COc1ccc([C@H]2C3=C(CC(C)(C)CC3=O)Oc3nc4c(c(N)c32)CCCC4)cc1,active
3243,O=C1NC(=O)C(=CNNC(=S)Nc2cccc(C(F)(F)F)c2)C(=O)N1,active
3244,CC(=O)Oc1cccc([N+](C)(C)C)c1C,active
3245,CN(CCCCCCOc1ccc(/C=C2\COc3ccccc3C2=O)cc1)Cc1ccccc1,active
3246,C[n+]1c2ccccc2c(-c2cccs2)c2ccccc21.F[B-](F)(F)F,active
3247,CN(C)c1ccc(/C=N/c2ccc3oc(=O)ccc3c2)cc1,active
3248,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccc(F)cc3)CC1)C2,active
3249,COc1cc2c(cc1OC)C(=O)C(Cc1cc[n+](Cc3cccc(Cl)c3)cc1C(N)=O)C2.[Br-],active
3250,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-],active
3251,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,active
3252,Nc1ccc2oc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)cc(=O)c2c1,active
3253,C/C=C1\[C@H]2C=C(C)C[C@]1(/N=C/c1ccccc1OS(=O)(=O)[O-])c1ccc(=O)[nH]c1C2.[Na+],active
3254,C[N+]1(Cc2ccccc2)CCC(CCC(=O)c2ccc3c(c2)OCO3)CC1,active
3255,Cc1cc(=O)oc2cc(OCc3cc[n+](Cc4cccc(F)c4)cc3)ccc12.[Br-],active
3256,COc1ccc(Cn2cc(C(=O)NCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c(=O)c3ccccc32)cc1,active
3257,COc1ccc(-c2nc(NC(=O)C3CCN(Cc4c(F)cccc4Cl)CC3)sc2-c2ccc(OC)cc2)cc1,active
3258,O=c1oc2cc(OCCCN3CCC(Cc4ccccc4)CC3)ccc2c2ccccc12,active
3259,Cc1cccc(CNC2CCN(Cc3ccccc3)CC2)c1,active
3260,COc1ccc2c(CCNC(=O)c3ccc(CN(C)Cc4ccccc4)cc3)c[nH]c2c1,active
3261,C[C@H]1C[C@@H](C)CN(Cc2ccc(-c3cnc4[nH]c5cnc(C#N)cc5c4c3)cc2)C1,active
3262,C#CCNC1CCc2ccc(OC(=O)N(C)C)cc2C1,active
3263,Oc1ccc(C2CC(c3ccccc3O)=Nc3ccccc3S2)cc1,active
3264,C#CCN(CCC1CCN(Cc2ccccc2)CC1)Cc1ccc2cccc(O)c2n1,active
3265,C=CC(=O)N1C/C(=C\c2ccccc2OC)C(=O)[C@@]2(C1)[C@H](c1ccccc1OC)CN(C)[C@]21C(=O)Nc2ccccc21,active
3266,CCN(CC)CCOc1ccc(/C=C/C(=O)Nc2ccccc2)cc1OC,active
3267,O=C(/C=C/c1ccccc1)NCCC1CCN(Cc2ccccc2)CC1,active
3268,O=C1/C(=C/c2ccc(Cl)cc2Cl)CN(C(=O)C[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2ccccc23)C/C1=C\c1ccc(Cl)cc1Cl,active
3269,C[C@@]12CCN(Cc3ccccc3)C1N(Cc1ccccc1)c1ccc(OC(=O)Nc3ccccc3)cc12,active
3270,C[C@@]12CCN(Cc3ccccc3)[C@@H]1N(Cc1ccccc1)c1ccc(OC(=O)Nc3ccccc3)cc12,active
3271,CN1CC2C(=O)N(Cc3ccccc3)C(=O)C2C12C(=O)c1ccccc1C2=O,active
3272,Nc1c2c(nc3ccccc13)CCCC2,active
3273,Nc1c2c(nc3ccccc13)CCCC2,active
3274,CN1CC2C(=O)N(C3CCCCC3)C(=O)C2C12C(=O)c1ccccc1C2=O,active
3275,COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCCCCCCCN1CCCCC1,active
3276,C#CCNC1CCc2ccc(OC(=O)N(C)C3CCCCC3)cc21.Cl,active
3277,CCOC(OCC)c1ccc(/C=C2\COC/C(=C\c3ccc(C(OCC)OCC)cc3)C2=O)cc1,active
3278,O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2cc(O)c(O)cc2o1,active
3279,Cc1ccc(C(=O)Nc2cc3cc(C)ccc3oc2=O)cc1,active
3280,COc1cc2c(cc1OC)C(=O)C(CC1C=CN(Cc3ccccc3)C=C1C(C)=O)CC2,active
3281,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,active
3282,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,active
3283,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,active
3284,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,active
3285,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,active
3286,CCOC(=O)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)N(Cc1ccccc1)C(=O)CC3,active
3287,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,active
3288,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,active
3289,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,active
3290,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,active
3291,Cc1ccc(-c2c3ccccc3[n+](C)c3ccccc23)cc1.F[B-](F)(F)F,active
3292,COc1cccc2cc(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCCCC4)oc12,active
3293,CCN(CCCCCC(=O)N[C@H]1CCCC[C@H]1NC(=O)CCCCCN(CC)Cc1ccccc1OC)Cc1ccccc1OC,active
3294,CCN(CC)CCCCOc1ccc(/C=C/C(=O)Nc2ccccc2)cc1OC,active
3295,Nc1c2c(nc3cnccc13)OCCC2,active
3296,CCN(CC)CCCOc1ccc2nc3n(c(=O)c2c1)CCCc1ccccc1-3,active
3297,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NCc3ccccc3)c(Br)c21,active
3298,C[n+]1ccc2c(c1)[nH]c1ccc(O)cc12,active
3299,CCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4cccnc4oc3c2)c1,active
3300,Nc1c2c(nc3cnccc13)OCCC2,active
3301,CCOC(OCC)c1ccc(/C=C2\CN(C)C/C(=C\c3ccc(C(OCC)OCC)cc3)C2=O)cc1,active
3302,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4cccnc4oc3c2)c1,active
3303,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.COS(=O)(=O)[O-],active
3304,Nc1c2c(nc3cccc(Cl)c13)C1CCC2C1,active
3305,CCN(CCCCCCNc1ccc(NCCCCCCN(CC)Cc2ccccc2OC)cc1)Cc1ccccc1OC,active
3306,Nc1c2c(nc3cccc(Cl)c13)C1CCC2C1,active
3307,O=C(CCC1CCN(Cc2ccc([N+](=O)[O-])cc2)CC1)c1cc2c3c(ccn3C(=O)CC2)c1,active
3308,Nc1c2c(nc3ccccc13)CCCC2,active
3309,COC1=CC(=O)[C@@]2(C)[C@](O)(CC[C@@]3(C)Oc4cc(-c5cc(OC)c(OC)c(OC)c5)oc(=O)c4C[C@@]23O)C1(C)C,active
3310,N#CC1=C(N)N2CCCNC2=C([N+](=O)[O-])C12C(=O)Nc1ccc(F)cc12,active
3311,CCNC(=O)Oc1cccc2c1OCC1CCN(C)C21,active
3312,Nc1c2c(nc3ccccc13)CCCC2,active
3313,Nc1c2c(nc3ccccc13)CCCC2,active
3314,CCN(CC)CCCOc1ccc2nc3n(c(=O)c2c1)CCCc1ccccc1-3,active
3315,COc1cc2c(cc1OC)C(=O)C1(C2)C(c2ccccc2Cl)C(c2ccccc2)NC12C(=O)Nc1ccc([N+](=O)[O-])cc12,active
3316,O=C(NCCc1c[nH]c2ccccc12)c1cc[n+](Cc2ccccc2)cc1.[Br-],active
3317,COc1cc(/C=C/c2cc(N3CCN(C)CC3)c3ccccc3[n+]2C)ccc1N1CCN(C)CC1.[I-],active
3318,CN(Cc1ccccc1)Cc1ccc(C(=O)NCCc2c[nH]c3ccc(O)cc23)cc1,active
3319,N#CC1=C(N)N2CCCNC2=C([N+](=O)[O-])C12c1ccccc1-c1nc3ccccc3nc12,active
3320,COc1ccc(C2CN(C)C3(C(=O)Nc4ccccc43)C23Cc2cc(OC)c(OC)cc2C3=O)cc1OC,active
3321,COc1ccc(C2CN(C)C3(C(=O)Nc4ccc(Cl)cc43)C23Cc2cc(OC)c(OC)cc2C3=O)cc1OC,active
3322,CCCCCOc1nn(CCCCC)c2ccc([N+](=O)[O-])cc12,active
3323,C[n+]1ccc2c(c1)[nH]c1ccc(O)cc12,active
3324,COc1ccc(C(C#N)N2CCCC2)cc1OC,active
3325,Cn1cc[n+](COCC2CCCCC2)c1/C=N/O.[Cl-],active
3326,c1ccc(CN2CCC(Cn3cc(CNc4ncnc5ccccc45)nn3)CC2)cc1,active
3327,CCN(Cc1ccccc1)Cc1ccc(-c2cc3ccc(OCCNC(=O)/C=C/c4ccc(Cl)c(Cl)c4)cc3oc2=O)cc1,active
3328,Nc1c2c(nc3ccccc13)CCCC2,active
3329,Nc1c2c(nc3ccccc13)CCCC2,active
3330,Nc1c2c(nc3ccccc13)CCCC2,active
3331,Nc1c2c(nc3ccccc13)CCCC2,active
3332,Nc1c2c(nc3ccccc13)CCCC2,active
3333,Nc1c2c(nc3ccccc13)CCCC2,active
3334,Nc1c2c(nc3ccccc13)CCCC2,active
3335,O=C(NCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2ccccc2o1,active
3336,Nc1c2c(nc3ccccc13)CCCC2,active
3337,Nc1c2c(nc3ccccc13)CCCC2,active
3338,CCC1=CC2Cc3nc4ccc(Cl)cc4c(N)c3C(C1)C2,active
3339,Nc1c2c(nc3ccccc13)CCCC2,active
3340,CC(C)C1CCN(c2nccc(NC(c3ccccc3)c3ccccc3)n2)CC1,active
3341,CCN(C)c1ccc(/C=C2\Cc3cc(OC)c(OCCN4CCCCC4)cc3C2=O)cc1,active
3342,Nc1c2c(nc3ccccc13)CCCC2,active
3343,COc1ccc2c(c1)-c1nc3ccccc3c(N)c1C2,active
3344,CO[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)N(C)C)[C@@]4(C)CC[C@@H]32)C1,active
3345,COc1ccc(C(=O)c2ccc(CN(C)Cc3cccc([N+](=O)[O-])c3)cc2)cc1OC,active
3346,COc1cc2c(cc1OC)C(=O)C(CC1C=CN(Cc3ccccc3C)C=C1C(C)=O)C2,active
3347,O=C1/C(=C/c2cccc([N+](=O)[O-])c2)CN(C(=O)[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2cc(Cl)ccc23)C/C1=C\c1cccc([N+](=O)[O-])c1,active
3348,Nc1c2c(nc3ncccc13)CCCC2,active
3349,O=C(CCC1CCN(Cc2ccccc2F)CC1)c1ccc2c(c1)CCN2,active
3350,COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],active
3351,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,active
3352,COc1cc2cc(C(=O)C3CC[N+](C)(Cc4ccccc4)CCC3O)sc2cc1OC,active
3353,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,active
3354,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)C(=O)c6ccccc6)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1,active
3355,COc1ccc2c(c1)C/C(=C\C1CCN(Cc3ccccc3)CC1)C2=O,active
3356,COc1ccc2c(c1)CCC(Cc1cc[n+](Cc3ccccc3F)cc1C(C)=O)C2=O.[Br-],active
3357,COc1cc2cc(NC(=O)[C@H]3CCC[C@@H](NCc4ccccc4)C3)c(=O)oc2cc1OC,active
3358,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCl)c3C(C1)C2,active
3359,O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)cccc21,active
3360,CCN(C)Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1,active
3361,CCN(CCCCCCOc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1)Cc1ccccc1OC,active
3362,CC(C)c1cc(-c2ccccc2)n[nH]c1=NCCC1CCN(Cc2ccccc2)CC1,active
3363,Nc1c2c(nc3ccccc13)CCCC2,active
3364,COc1cc2c(cc1OC)C(=O)C1(C2)C(c2ccccc2Cl)CN(C)C12C(=O)Nc1ccccc12,active
3365,O=c1oc2cc(OCCCN3CCC(Cc4ccccc4)CC3)ccc2c2c1CCCC2,active
3366,C/C=C1\[C@H]2C=C(C)C[C@]1(N)c1ccc(=O)[nH]c1C2,active
3367,CC1(C)CNC2=C([N+](=O)[O-])C3(C(C#N)=C(N)N2C1)c1ccccc1-c1nc2ccccc2nc13,active
3368,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)C2(C)COC(O3)O2)cc1,active
3369,C[n+]1c(/C=C/c2ccccc2)ccc2ccccc21.[I-],active
3370,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)C2(C)COC(C2)O3)cc1,active
3371,O=C(COc1ccccc1)N1CCN(C2CCN(Cc3ccccc3)CC2)CC1,active
3372,COc1ccc(C#N)c[n+]1C.F[B-](F)(F)F,active
3373,CC1=C[C@H]2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCCCCNc4c5c(nc6cc(Cl)ccc46)C[C@@H]4C=C(C)C[C@H]5C4)c3[C@@H](C1)C2,active
3374,COc1cc2[se]n(-c3ccc(CN4CCCC4)cc3)c(=O)c2cc1OC,active
3375,Nc1c2c(nc3ccccc13)CCCC2,active
3376,CC1=CC2CC(C1)Cc1nc3ccccc3c(N)c12.Cl,active
3377,Nc1c2c(nc3ccccc13)-c1ccc(F)cc1C2,active
3378,COc1ccc2nc3c(c(NCCNC(=O)C4(C)CCc5c(C)c(O)c(C)c(C)c5O4)c2c1)CCCC3,active
3379,C#CCOP(C)(=O)OC(C(=O)OC)C(F)(F)F,active
3380,CC[C@H](C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CN1,active
3381,O=C1c2ccccc2C(=O)N1CCCCCCCNCc1ccc(F)cc1,active
3382,C#CCNC1CCc2c(Cl)cc(OC(=O)N(C)CCC)cc21.Cl,active
3383,C#CCN[C@@H]1CCc2cc(Cl)c(OC(=O)N(C)CCC)cc21,active
3384,C#CCNC1CCc2cc(Cl)c(OC(=O)N(C)CCC)cc21,active
3385,COc1cc2cc(-c3ccc(CN(C)Cc4ccccc4)cc3)c(=O)oc2cc1OC,active
3386,COc1ccc2c(c1)C/C(=C/C1CCN(Cc3ccccc3)CC1)C2=O,active
3387,COc1cccc2cc(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)oc12,active
3388,COc1cc2cc(-c3ccc(CN(C)Cc4ccccc4)cc3)c(=O)oc2cc1OC,active
3389,COc1cc2cc(-c3ccc(CN(C)Cc4ccccc4)cc3)c(=O)oc2cc1OC,active
3390,COc1cc2cc(-c3ccc(CN(C)Cc4ccccc4)cc3)c(=O)oc2cc1OC,active
3391,COc1cc2cc(-c3ccc(CN(C)Cc4ccccc4)cc3)c(=O)oc2cc1OC,active
3392,COc1cc2cc(-c3ccc(CN(C)Cc4ccccc4)cc3)c(=O)oc2cc1OC,active
3393,COc1cc2cc(-c3ccc(CN(C)Cc4ccccc4)cc3)c(=O)oc2cc1OC,active
3394,COc1cc2cc(-c3ccc(CN(C)Cc4ccccc4)cc3)c(=O)oc2cc1OC,active
